Book,Chapter,Verse,Text,Version
2SA,9,8,"Mephibosheth bowed again and said, “I am no better than a dead dog, sir! Why should you be so good to me?”",GNBDC
2SA,9,9,"Then the king called Ziba, Saul's servant, and said, “I am giving Mephibosheth, your master's grandson, everything that belonged to Saul and his family.",GNBDC
2SA,9,10,"You, your sons, and your servants will farm the land for your master Saul's family and bring in the harvest, to provide food for them. But Mephibosheth himself will always be a guest at my table.” (Ziba had fifteen sons and twenty servants.)",GNBDC
2SA,9,11,"Ziba answered, “I will do everything Your Majesty commands.”",GNBDC
2SA,9,#,So Mephibosheth ate at the king's,GNBDC
2SA,9,12,Mephibosheth had a young son named Mica. All the members of Ziba's family became servants of Mephibosheth.,GNBDC
2SA,9,13,"So Mephibosheth, who was crippled in both feet, lived in Jerusalem, eating all his meals at the king's table.",GNBDC
2SA,10,1,"Some time later King Nahash of Ammon died, and his son Hanun became king.",GNBDC
2SA,10,2,"King David said, “I must show loyal friendship to Hanun, as his father Nahash did to me.” So David sent messengers to express his sympathy.",GNBDC
2SA,10,?,"When they arrived in Ammon,",GNBDC
2SA,10,3,"the Ammonite leaders said to the king, “Do you think that it is in your father's honour that David has sent these men to express sympathy to you? Of course not! He has sent them here as spies to explore the city, so that he can conquer us!”",GNBDC
2SA,10,4,"Hanun seized David's messengers, shaved off one side of their beards, cut off their clothes at the hips, and sent them away.",GNBDC
2SA,10,5,"They were too ashamed to return home. When David heard about what had happened, he sent word that they should stay in Jericho and not return until their beards had grown again.",GNBDC
2SA,10,6,"The Ammonites realized that they had made David their enemy, so they hired 20,000 Syrian soldiers from Bethrehob and Zobah, 12,000 men from Tob, and the king of Maacah with a thousand men.",GNBDC
2SA,10,7,David heard of it and sent Joab against them with the whole army.,GNBDC
2SA,10,8,"The Ammonites marched out and took up their position at the entrance to Rabbah, their capital city, while the others, both the Syrians and the men from Tob and Maacah, took up their position in the open countryside.",GNBDC
2SA,10,9,"Joab saw that the enemy troops would attack him in front and from the rear, so he chose the best of Israel's soldiers and put them in position facing the Syrians.",GNBDC
2SA,10,10,"He placed the rest of his troops under the command of his brother Abishai, who put them in position facing the Ammonites.",GNBDC
2SA,10,11,"Joab said to him, “If you see that the Syrians are defeating me, come and help me, and if the Ammonites are defeating you, I will go and help you.",GNBDC
2SA,10,12,Be strong and courageous! Let's fight hard for our people and for the cities of our God. And may the,GNBDC
2SA,10,13,"Joab and his men advanced to attack, and the Syrians fled.",GNBDC
2SA,10,14,"When the Ammonites saw the Syrians running away, they fled from Abishai and retreated into the city. Then Joab turned back from fighting the Ammonites and went back to Jerusalem.",GNBDC
2SA,10,15,"The Syrians realized that they had been defeated by the Israelites, so they called all their troops together.",GNBDC
2SA,10,16,"King Hadadezer sent for the Syrians who were on the east side of the River Euphrates, and they came to Helam under the command of Shobach, commander of the army of King Hadadezer of Zobah.",GNBDC
2SA,10,17,"When David heard of it, he gathered the Israelite troops, crossed the River Jordan, and marched to Helam, where the Syrians took up their position facing him. The fighting began,",GNBDC
2SA,10,18,"and the Israelites drove the Syrian army back. David and his men killed 700 Syrian chariot drivers and 40,000 horsemen, and they wounded Shobach, the enemy commander, who died on the battlefield.",GNBDC
2SA,10,19,"When the kings who were subject to Hadadezer realized that they had been defeated by the Israelites, they made peace with them and became their subjects. And the Syrians were afraid to help the Ammonites any more.",GNBDC
2SA,11,2,"One day, late in the afternoon, David got up from his nap and went to the palace roof. As he walked about up there, he saw a woman having a bath. She was very beautiful.",GNBDC
2SA,11,3,"So he sent a messenger to find out who she was, and learnt that she was Bathsheba, the daughter of Eliam and the wife of Uriah the Hittite.",GNBDC
2SA,11,4,David sent messengers to fetch her; they brought her to him and he made love to her. (She had just finished her monthly ritual of purification.) Then she went back home.,GNBDC
2SA,11,5,Afterwards she discovered that she was pregnant and sent a message to David to tell him.,GNBDC
2SA,11,6,David then sent a message to Joab: “Send me Uriah the Hittite.” So Joab sent him to David.,GNBDC
2SA,11,7,"When Uriah arrived, David asked him if Joab and the troops were well, and how the fighting was going.",GNBDC
2SA,11,8,"Then he said to Uriah, “Go home and rest a while.” Uriah left, and David sent a present to his home.",GNBDC
2SA,11,9,But Uriah did not go home; instead he slept at the palace gate with the king's guards.,GNBDC
2SA,11,10,"When David heard that Uriah had not gone home, he asked him, “You have just returned after a long absence; why didn't you go home?”",GNBDC
2SA,11,11,"Uriah answered, “The men of Israel and Judah are away at the war, and the Covenant Box is with them; my commander Joab and his officers are camping out in the open. How could I go home, eat and drink, and sleep with my wife? By all that's sacred, I swear that I could never do such a thing!”",GNBDC
2SA,11,12,"So David said, “Then stay here the rest of the day, and tomorrow I'll send you back.” So Uriah stayed in Jerusalem that day and the next.",GNBDC
2SA,11,13,David invited him to supper and made him drunk. But again that night Uriah did not go home; instead he slept on his blanket,GNBDC
2SA,11,14,The next morning David wrote a letter to Joab and sent it by Uriah.,GNBDC
2SA,11,15,"He wrote: “Put Uriah in the front line, where the fighting is heaviest, then retreat and let him be killed.”",GNBDC
2SA,11,16,"So while Joab was besieging the city, he sent Uriah to a place where he knew the enemy was strong.",GNBDC
2SA,11,17,"The enemy troops came out of the city and fought Joab's forces; some of David's officers were killed, and so was Uriah.",GNBDC
2SA,11,18,"Then Joab sent a report to David telling him about the battle,",GNBDC
2SA,11,19,"and he instructed the messenger, “After you have told the king all about the battle,",GNBDC
2SA,11,20,"he may get angry and ask you, ‘Why did you go so near the city to fight them? Didn't you realize that they would shoot arrows from the walls?",GNBDC
2SA,11,21,"Don't you remember how Abimelech son of Gideon was killed? It was at Thebez, where a woman threw a millstone down from the wall and killed him. Why, then, did you go so near the wall?’ If the king asks you this, tell him, ‘Your officer Uriah was also killed.’ ”",GNBDC
2SA,11,22,So the messenger went to David and told him what Joab had commanded him to say.,GNBDC
2SA,11,23,"He said, “Our enemies were stronger than we were and came out of the city to fight us in the open, but we drove them back to the city gate.",GNBDC
2SA,11,24,"Then they shot arrows at us from the wall, and some of Your Majesty's officers were killed; your officer Uriah was also killed.”",GNBDC
2SA,11,25,"David said to the messenger, “Encourage Joab and tell him not to be upset, since you never can tell who will die in battle. Tell him to launch a stronger attack on the city and capture it.”",GNBDC
2SA,11,26,"When Bathsheba heard that her husband had been killed, she mourned for him.",GNBDC
2SA,11,27,"When the time of mourning was over, David sent for her to come to the palace; she became his wife and bore him a son. But the",GNBDC
2SA,12,2,"The rich man had many cattle and sheep,",GNBDC
2SA,12,3,"while the poor man had only one lamb, which he had bought. He took care of it, and it grew up in his home with his children. He would feed it with some of his own food, let it drink from his cup, and hold it in his lap. The lamb was like a daughter to him.",GNBDC
2SA,12,4,"One day a visitor arrived at the rich man's home. The rich man didn't want to kill one of his own animals to prepare a meal for him; instead, he took the poor man's lamb and cooked a meal for his guest.”",GNBDC
2SA,12,5,"David was very angry with the rich man and said, “I swear by the living",GNBDC
2SA,12,6,"For having done such a cruel thing, he must pay back four times as much as he took.”",GNBDC
2SA,12,7,"“You are that man,” Nathan said to David. “And this is what the",GNBDC
2SA,12,8,"I gave you his kingdom and his wives; I made you king over Israel and Judah. If this had not been enough, I would have given you twice as much.",GNBDC
2SA,12,9,"Why, then, have you disobeyed my commands? Why did you do this evil thing? You had Uriah killed in battle; you let the Ammonites kill him, and then you took his wife!",GNBDC
2SA,12,10,"Now, in every generation some of your descendants will die a violent death because you have disobeyed me and have taken Uriah's wife.",GNBDC
2SA,12,11,I swear to you that I will cause someone from your own family to bring trouble on you. You will see it when I take your wives from you and give them to another man; and he will have intercourse with them in broad daylight.,GNBDC
2SA,12,12,"You sinned in secret, but I will make this happen in broad daylight for all Israel to see.’ ”",GNBDC
2SA,12,13,“I have sinned against the,GNBDC
2SA,12,?,"Nathan replied, “The",GNBDC
2SA,12,14,But because you have shown such contempt for the,GNBDC
2SA,12,15,Then Nathan went home.,GNBDC
2SA,12,?,The,GNBDC
2SA,12,16,"David prayed to God that the child would get well. He refused to eat anything, and every night he went into his room and spent the night lying on the floor.",GNBDC
2SA,12,17,"His court officials went to him and tried to make him get up, but he refused and would not eat anything with them.",GNBDC
2SA,12,18,"A week later the child died, and David's officials were afraid to tell him the news. They said, “While the child was living, David wouldn't answer us when we spoke to him. How can we tell him that his child is dead? He might do himself some harm!”",GNBDC
2SA,12,19,"When David noticed them whispering to each other, he realized that the child had died. So he asked them, “Is the child dead?”",GNBDC
2SA,12,?,"“Yes, he is,” they answered.",GNBDC
2SA,12,20,"David got up from the floor, had a bath, combed his hair, and changed his clothes. Then he went and worshipped in the house of the",GNBDC
2SA,12,21,"“We don't understand this,” his officials said to him. “While the child was alive, you wept for him and would not eat; but as soon as he died, you got up and ate!”",GNBDC
2SA,12,22,"“Yes,” David answered, “I did fast and weep while he was still alive. I thought that the",GNBDC
2SA,12,23,"But now that he is dead, why should I fast? Could I bring the child back to life? I will some day go to where he is, but he can never come back to me.”",GNBDC
2SA,12,24,"Then David comforted his wife Bathsheba. He had intercourse with her, and she bore a son, whom David named Solomon. The",GNBDC
2SA,12,25,"and commanded the prophet Nathan to name the boy Jedidiah,",GNBDC
2SA,12,26,"Meanwhile Joab continued his campaign against Rabbah, the capital city of Ammon, and was about to capture it.",GNBDC
2SA,12,27,He sent messengers to David to report: “I have attacked Rabbah and have captured its water supply.,GNBDC
2SA,12,28,"Now gather the rest of your forces, attack the city and take it yourself. I don't want to get the credit for capturing it.”",GNBDC
2SA,12,29,"So David gathered his forces, went to Rabbah, attacked it, and conquered it.",GNBDC
2SA,12,30,From the head of the idol of the Ammonite god Molech,GNBDC
2SA,12,31,"and put its people to work with saws, iron hoes, and iron axes, and forced them to work at",GNBDC
2SA,13,1,"David's son Absalom had a beautiful unmarried sister named Tamar. Amnon, another of David's sons, fell in love with her.",GNBDC
2SA,13,2,"He was so much in love with her that he became ill, because it seemed impossible for him to have her; as a virgin, she was kept from meeting men.",GNBDC
2SA,13,3,"But he had a friend, a very shrewd man named Jonadab, the son of David's brother Shammah.",GNBDC
2SA,13,4,"Jonadab said to Amnon, “You are the king's son, yet day after day I see you looking sad. What's the matter?”",GNBDC
2SA,13,?,"“I'm in love with Tamar, the sister of my half-brother Absalom,” he answered.",GNBDC
2SA,13,5,"Jonadab said to him, “Pretend that you are ill and go to bed. When your father comes to see you, say to him, ‘Please ask my sister Tamar to come and feed me. I want her to prepare the food here where I can see her, and then serve it to me herself.’ ”",GNBDC
2SA,13,6,So Amnon pretended that he was ill and went to bed.,GNBDC
2SA,13,?,"King David went to see him, and Amnon said to him, “Please let Tamar come and make a few cakes here where I can see her, and then serve them to me herself.”",GNBDC
2SA,13,7,So David sent word to Tamar in the palace: “Go to Amnon's house and prepare some food for him.”,GNBDC
2SA,13,8,"She went there and found him in bed. She took some dough, prepared it, and made some cakes there where he could see her. Then she baked the cakes",GNBDC
2SA,13,9,"and emptied them out of the pan for him to eat, but he wouldn't. He said, “Send everyone away” — and they all left.",GNBDC
2SA,13,10,"Then he said to her, “Bring the cakes here to my bed and serve them to me yourself.” She took the cakes and went over to him.",GNBDC
2SA,13,11,"As she offered them to him, he grabbed her and said, “Come to bed with me!”",GNBDC
2SA,13,12,"“No,” she said. “Don't force me to do such a degrading thing! That's awful!",GNBDC
2SA,13,13,"How could I ever hold up my head in public again? And you — you would be completely disgraced in Israel. Please, speak to the king, and I'm sure that he will give me to you.”",GNBDC
2SA,13,14,"But he would not listen to her; and since he was stronger than she was, he overpowered her and raped her.",GNBDC
2SA,13,15,"Then Amnon was filled with a deep hatred for her; he hated her now even more than he had loved her before. He said to her, “Get out!”",GNBDC
2SA,13,16,"“No,” she answered. “To send me away like this is a greater crime",GNBDC
2SA,13,?,But Amnon would not listen to her;,GNBDC
2SA,13,17,"he called in his personal servant and said, “Get this woman out of my sight! Throw her out and lock the door!”",GNBDC
2SA,13,18,The servant put her out and locked the door.,GNBDC
2SA,13,#,"Tamar was wearing a long robe with full sleeves,",GNBDC
2SA,13,19,"She sprinkled ashes on her head, tore her robe, and with her face buried in her hands went away crying.",GNBDC
2SA,13,20,"When her brother Absalom saw her, he asked, “Has Amnon molested you? Please, sister, don't let it upset you so much. He is your half-brother, so don't tell anyone about it.” So Tamar lived in Absalom's house, sad and lonely.",GNBDC
2SA,13,21,"When King David heard what had happened, he was furious.",GNBDC
2SA,13,22,And Absalom hated Amnon so much for having raped his sister Tamar that he would no longer even speak to him.,GNBDC
2SA,13,23,"Two years later Absalom was having his sheep sheared at Baal Hazor, near the town of Ephraim, and he invited all the king's sons to be there.",GNBDC
2SA,13,24,"He went to King David and said, “Your Majesty, I am having my sheep sheared. Will you and your officials come and take part in the festivities?”",GNBDC
2SA,13,25,"“No, my son,” the king answered. “It would be too much trouble for you if we all went.” Absalom insisted, but the king would not give in, and he asked Absalom to leave.",GNBDC
2SA,13,26,"But Absalom said, “Well, then, will you at least let my brother Amnon come?”",GNBDC
2SA,13,?,“Why should he?” the king asked.,GNBDC
2SA,13,27,But Absalom kept on insisting until David finally let Amnon and all his other sons go with Absalom.,GNBDC
2SA,13,#,Absalom prepared a banquet fit for a king,GNBDC
2SA,13,28,"and instructed his servants: “Notice when Amnon has had too much to drink, and then when I give the order, kill him. Don't be afraid. I will take the responsibility myself. Be brave and don't hesitate!”",GNBDC
2SA,13,29,So the servants followed Absalom's instructions and killed Amnon. All the rest of David's sons mounted their mules and fled.,GNBDC
2SA,13,30,"While they were on their way home, David was told: “Absalom has killed all your sons — not one of them is left!”",GNBDC
2SA,13,31,"The king stood up, tore his clothes in sorrow, and threw himself to the ground. The servants who were there with him tore their clothes also.",GNBDC
2SA,13,32,"But Jonadab, the son of David's brother Shammah, said, “Your Majesty, they haven't killed all your sons. Only Amnon is dead. You could tell by looking at Absalom that he had made up his mind to do this from the time that Amnon raped his sister Tamar.",GNBDC
2SA,13,33,So don't believe the news that all your sons are dead; only Amnon was killed.”,GNBDC
2SA,13,34,In the meantime Absalom had fled.,GNBDC
2SA,13,#,Just then the soldier on sentry duty saw a large crowd coming down the hill on the road from Horonaim.,GNBDC
2SA,13,35,"Jonadab said to David, “Those are your sons coming, just as I said they would.”",GNBDC
2SA,13,36,"As soon as he finished saying this, David's sons came in; they started crying, and David and his officials also wept bitterly.",GNBDC
2SA,13,39,"but when he got over Amnon's death, he was filled with longing for his son Absalom.",GNBDC
2SA,14,1,"Joab knew that King David missed Absalom very much,",GNBDC
2SA,14,2,"so he sent for a clever woman who lived in Tekoa. When she arrived, he said to her, “Pretend that you are in mourning; put on your mourning clothes, and don't comb your hair. Act like a woman who has been in mourning for a long time.",GNBDC
2SA,14,3,Then go to the king and say to him what I tell you to say.” Then Joab told her what to say.,GNBDC
2SA,14,4,"The woman went to the king, bowed down to the ground in respect, and said, “Help me, Your Majesty!”",GNBDC
2SA,14,5,“What do you want?” he asked her.,GNBDC
2SA,14,?,"“I am a poor widow, sir,” she answered. “My husband is dead.",GNBDC
2SA,14,6,"Sir, I had two sons, and one day they got into a quarrel out in the fields, where there was no one to separate them, and one of them killed the other.",GNBDC
2SA,14,7,"And now, sir, all my relatives have turned against me and are demanding that I hand my son over to them, so that they can kill him for murdering his brother. If they do this, I will be left without a son. They will destroy my last hope and leave my husband without a son to keep his name alive.”",GNBDC
2SA,14,8,"“Go back home,” the king answered, “and I will take care of the matter.”",GNBDC
2SA,14,9,"“Your Majesty,” she said, “whatever you do, my family and I will take the blame; you and the royal family are innocent.”",GNBDC
2SA,14,10,"The king replied, “If anyone threatens you, bring him to me, and he will never trouble you again.”",GNBDC
2SA,14,11,"She said, “Your Majesty, please pray to the",GNBDC
2SA,14,?,“I promise by the living,GNBDC
2SA,14,12,"“Please, Your Majesty, let me say just one more thing,” the woman said.",GNBDC
2SA,14,?,"“All right,” he answered.",GNBDC
2SA,14,13,"She said to him, “Why have you done such a wrong to God's people? You have not allowed your own son to return from exile, and so you have condemned yourself by what you have just said.",GNBDC
2SA,14,14,"We will all die; we are like water spilt on the ground, which can't be gathered again. Even God does not bring the dead back to life, but the king can at least find a way to bring a man back from exile.",GNBDC
2SA,14,15,"Now, Your Majesty, the reason I have come to speak to you is that the people threatened me, and so I said to myself that I would speak to you in the hope that you would do what I ask.",GNBDC
2SA,14,16,I thought you would listen to me and save me from the one who is trying to kill my son and me and so remove us from the land God gave his people.,GNBDC
2SA,14,17,"I said to myself that your promise, sir, would make me safe, because the king is like God's angel and can distinguish good from evil.",GNBDC
2SA,14,18,"The king answered, “I'm going to ask you a question, and you must tell me the whole truth.”",GNBDC
2SA,14,?,"“Ask me anything, Your Majesty,” she answered.",GNBDC
2SA,14,19,“Did Joab put you up to this?” he asked her.,GNBDC
2SA,14,#,"She answered, “I swear by all that is sacred, Your Majesty, that there is no way to avoid answering your question.",GNBDC
2SA,14,20,But he did it in order to straighten out this whole matter. Your Majesty is as wise as the angel of God and knows everything that happens.”,GNBDC
2SA,14,21,"Later on the king said to Joab, “I have decided to do what you want. Go and get the young man Absalom and bring him back here.”",GNBDC
2SA,14,22,"Joab threw himself to the ground in front of David in respect, and said, “God bless you, Your Majesty! Now I know that you are pleased with me, because you have granted my request.”",GNBDC
2SA,14,23,Then he got up and went to Geshur and brought Absalom back to Jerusalem.,GNBDC
2SA,14,24,"The king, however, gave orders that Absalom should not live in the palace. “I don't want to see him,” the king said. So Absalom lived in his own house and did not appear before the king.",GNBDC
2SA,14,25,There was no one in Israel as famous for his good looks as Absalom; he had no defect from head to foot.,GNBDC
2SA,14,26,"His hair was very thick, and he had to cut it once a year, when it grew too long and heavy. It would weigh more than two kilogrammes according to the royal standard of weights.",GNBDC
2SA,14,27,"Absalom had three sons and one daughter named Tamar, a very beautiful woman.",GNBDC
2SA,14,28,Absalom lived two years in Jerusalem without seeing the king.,GNBDC
2SA,14,29,"Then he sent for Joab, to ask him to go to the king for him; but Joab would not come. Again Absalom sent for him, and again Joab refused to come.",GNBDC
2SA,14,30,"So Absalom said to his servants, “Look, Joab's field is next to mine, and it has barley growing in it. Go and set fire to it.” So they went and set the field on fire.",GNBDC
2SA,14,31,"Joab went to Absalom's house and demanded, “Why did your servants set fire to my field?”",GNBDC
2SA,14,32,"Absalom answered, “Because you wouldn't come when I sent for you. I wanted you to go to the king and ask him from me: ‘Why did I leave Geshur and come here? It would have been better for me to have stayed there.’ ” And Absalom went on, “I want you to arrange for me to see the king, and if I'm guilty, then let him put me to death.”",GNBDC
2SA,14,33,"So Joab went to King David and told him what Absalom had said. The king sent for Absalom, who went to him and bowed down to the ground in front of him. The king welcomed him with a kiss.",GNBDC
2SA,15,1,"After this, Absalom provided a chariot and horses for himself, and an escort of fifty men.",GNBDC
2SA,15,2,"He would get up early and go and stand by the road at the city gate. Whenever someone came there with a dispute that he wanted the king to settle, Absalom would call him over and ask him where he was from. And after the man had told him what tribe he was from,",GNBDC
2SA,15,3,"Absalom would say, “Look, the law is on your side, but there is no representative of the king to hear your case.”",GNBDC
2SA,15,4,"And he would add, “How I wish I were a judge! Then anyone who had a dispute or a claim could come to me, and I would give him justice.”",GNBDC
2SA,15,5,"When the man approached Absalom to bow down before him, Absalom would reach out, take hold of him, and kiss him.",GNBDC
2SA,15,6,"Absalom did this with every Israelite who came to the king for justice, and so he won their loyalty.",GNBDC
2SA,15,7,After four,GNBDC
2SA,15,8,"While I was living in Geshur in Syria, I promised the",GNBDC
2SA,15,9,"“Go in peace,” the king said. So Absalom went to Hebron.",GNBDC
2SA,15,10,"But he sent messengers to all the tribes of Israel to say, “When you hear the sound of trumpets, shout, ‘Absalom has become king at Hebron!’ ”",GNBDC
2SA,15,11,There were 200 men who at Absalom's invitation had gone from Jerusalem with him; they knew nothing of the plot and went in all good faith.,GNBDC
2SA,15,12,"And while he was offering sacrifices, Absalom also sent to the town of Gilo for Ahithophel, who was one of King David's advisers. The plot against the king gained strength, and Absalom's followers grew in number.",GNBDC
2SA,15,13,"A messenger reported to David, “The Israelites are pledging their loyalty to Absalom.”",GNBDC
2SA,15,14,"So David said to all his officials who were with him in Jerusalem, “We must get away at once if we want to escape from Absalom! Hurry! Or else he will soon be here and defeat us and kill everyone in the city!”",GNBDC
2SA,15,15,"“Yes, Your Majesty,” they answered. “We are ready to do whatever you say.”",GNBDC
2SA,15,16,"So the king left, accompanied by all his family and officials, except for ten concubines, whom he left behind to take care of the palace.",GNBDC
2SA,15,17,"As the king and all his men were leaving the city, they stopped at the last house.",GNBDC
2SA,15,18,All his officials stood,GNBDC
2SA,15,19,"and the king said to Ittai, their leader, “Why are you going with us? Go back and stay with the new king. You are a foreigner, a refugee away from your own country.",GNBDC
2SA,15,20,"You have lived here only a short time, so why should I make you wander round with me? I don't even know where I'm going. Go back and take your fellow-countrymen with you — and may the",GNBDC
2SA,15,21,"But Ittai answered, “Your Majesty, I swear to you in the",GNBDC
2SA,15,22,“Fine!” David answered. “March on!” So Ittai went on with all his men and their dependants.,GNBDC
2SA,15,23,"The people cried loudly as David's followers left. The king crossed the brook of Kidron, followed by his men, and together they went out towards the wilderness.",GNBDC
2SA,15,24,"Zadok the priest was there, and with him were the Levites, carrying the sacred Covenant Box. They set it down",GNBDC
2SA,15,25,"Then the king said to Zadok, “Take the Covenant Box back to the city. If the",GNBDC
2SA,15,26,"But if he isn't pleased with me — well, then, let him do to me what he wishes.”",GNBDC
2SA,15,27,"And he went on to say to Zadok, “Look,",GNBDC
2SA,15,28,"Meanwhile, I will wait at the river crossings in the wilderness until I receive news from you.”",GNBDC
2SA,15,29,So Zadok and Abiathar took the Covenant Box back into Jerusalem and stayed there.,GNBDC
2SA,15,30,David went on up the Mount of Olives weeping; he was barefoot and had his head covered as a sign of grief. All who followed him covered their heads and wept also.,GNBDC
2SA,15,31,When David was told,GNBDC
2SA,15,32,"When David reached the top of the hill, where there was a place of worship, his trusted friend Hushai the Archite met him with his clothes torn and with earth on his head.",GNBDC
2SA,15,33,"David said to him, “You will be of no help to me if you come with me,",GNBDC
2SA,15,34,but you can help me by returning to the city and telling Absalom that you will now serve him as faithfully as you served his father. And do all you can to oppose any advice that Ahithophel gives.,GNBDC
2SA,15,35,The priests Zadok and Abiathar will be there; tell them everything you hear in the king's palace.,GNBDC
2SA,15,36,"They have their sons Ahimaaz and Jonathan with them, and you can send them to me with all the information you gather.”",GNBDC
2SA,15,37,"So Hushai, David's friend, returned to the city just as Absalom was arriving.",GNBDC
2SA,16,2,"King David asked him, “What are you going to do with all that?”",GNBDC
2SA,16,?,"Ziba answered, “The donkeys are for Your Majesty's family to ride, the bread and the fruit are for the men to eat, and the wine is for them to drink when they get tired in the wilderness.”",GNBDC
2SA,16,?,"“He is staying in Jerusalem,” Ziba answered, “because he is convinced that the Israelites will now restore to him the kingdom of his grandfather Saul.”",GNBDC
2SA,16,4,"The king said to Ziba, “Everything that belonged to Mephibosheth is yours.”",GNBDC
2SA,16,?,"“I am your servant,” Ziba replied. “May I always please Your Majesty!”",GNBDC
2SA,16,5,"When King David arrived at Bahurim, one of Saul's relatives, Shimei son of Gera, came out to meet him, cursing him as he came.",GNBDC
2SA,16,6,"Shimei started throwing stones at David and his officials, even though David was surrounded by his men and his bodyguard.",GNBDC
2SA,16,7,"Shimei cursed him and said, “Get out! Get out! Murderer! Criminal!",GNBDC
2SA,16,8,"You took Saul's kingdom, and now the",GNBDC
2SA,16,9,"Abishai, whose mother was Zeruiah, said to the king, “Your Majesty, why do you let this dog curse you? Let me go over there and cut off his head!”",GNBDC
2SA,16,10,"“This is none of your business,” the king said to Abishai and his brother Joab. “If he curses me because the",GNBDC
2SA,16,11,"And David said to Abishai and to all his officials, “My own son is trying to kill me; so why should you be surprised at this Benjaminite? The",GNBDC
2SA,16,12,Perhaps the,GNBDC
2SA,16,13,"So David and his men continued along the road. Shimei kept up with them, walking on the hillside; he was cursing and throwing stones and earth at them as he went.",GNBDC
2SA,16,14,"The king and all his men were worn out when they reached the Jordan,",GNBDC
2SA,16,15,"Absalom and all the Israelites with him entered Jerusalem, and Ahithophel was with them.",GNBDC
2SA,16,16,"When Hushai, David's trusted friend, met Absalom, he shouted, “Long live the king! Long live the king!”",GNBDC
2SA,16,17,“What has happened to your loyalty to your friend David?” Absalom asked him. “Why didn't you go with him?”,GNBDC
2SA,16,18,"Hushai answered, “How could I? I am on the side of the one chosen by the",GNBDC
2SA,16,19,"After all, whom should I serve, if not my master's son? As I served your father, so now I will serve you.”",GNBDC
2SA,16,20,"Then Absalom turned to Ahithophel and said, “Now that we are here, what do you advise us to do?”",GNBDC
2SA,16,21,"Ahithophel answered, “Go and have intercourse with your father's concubines whom he left behind to take care of the palace. Then everyone in Israel will know that your father regards you as his enemy, and your followers will be greatly encouraged.”",GNBDC
2SA,16,22,"So they set up a tent for Absalom on the palace roof, and in the sight of everyone Absalom went in and had intercourse with his father's concubines.",GNBDC
2SA,16,23,Any advice that Ahithophel gave in those days was accepted as though it were the very word of God; both David and Absalom followed it.,GNBDC
2SA,17,1,"Not long after that, Ahithophel said to Absalom, “Let me choose 12,000 men, and tonight I will set out after David.",GNBDC
2SA,17,2,"I will attack him while he is tired and discouraged. He will be frightened, and all his men will run away. I will kill only the king",GNBDC
2SA,17,3,"and then bring back all his men to you, like a bride returning to her husband. You want to kill only one man;",GNBDC
2SA,17,4,This seemed like good advice to Absalom and all the Israelite leaders.,GNBDC
2SA,17,5,"Absalom said, “Now call Hushai, and let us hear what he has to say.”",GNBDC
2SA,17,6,"When Hushai arrived, Absalom said to him, “This is the advice that Ahithophel has given us; shall we follow it? If not, you tell us what to do.”",GNBDC
2SA,17,7,"Hushai answered, “The advice Ahithophel gave you this time is no good.",GNBDC
2SA,17,8,You know that your father David and his men are hard fighters and that they are as fierce as a mother bear robbed of her cubs. Your father is an experienced soldier and does not stay with his men at night.,GNBDC
2SA,17,9,"Just now he is probably hiding in a cave or some other place. As soon as David attacks your men, whoever hears about it will say that your men have been defeated.",GNBDC
2SA,17,10,"Then even the bravest men, as fearless as lions, will be afraid because everyone in Israel knows that your father is a great soldier and that his men are hard fighters.",GNBDC
2SA,17,11,"My advice is that you bring all the Israelites together from one end of the country to the other, as many as the grains of sand on the seashore, and that you lead them personally in battle.",GNBDC
2SA,17,12,"We will find David wherever he is, and attack him before he knows what's happening. Neither he nor any of his men will survive.",GNBDC
2SA,17,13,"If he retreats into a city, our people will all bring ropes and just pull the city",GNBDC
2SA,17,14,"Absalom and all the Israelites said, “Hushai's advice is better than Ahithophel's.” The",GNBDC
2SA,17,15,Then Hushai told the priests Zadok and Abiathar what advice he had given to Absalom and the Israelite leaders and what advice Ahithophel had given.,GNBDC
2SA,17,16,"Hushai added, “Quick, now! Send a message to David not to spend the night at the river crossings in the wilderness, but to cross the Jordan at once, so that he and his men won't all be caught and killed.”",GNBDC
2SA,17,17,"Abiathar's son Jonathan and Zadok's son Ahimaaz were waiting at the spring of Enrogel, on the outskirts of Jerusalem, because they did not dare to be seen entering the city. A servant woman would regularly go and tell them what was happening, and then they would go and tell King David.",GNBDC
2SA,17,18,"But one day a boy happened to see them, and he told Absalom; so they hurried off to hide in the house of a certain man in Bahurim. He had a well near his house, and they got down into it.",GNBDC
2SA,17,19,"The man's wife took a covering, spread it over the opening of the well and scattered grain over it, so that no one would notice anything.",GNBDC
2SA,17,20,"Absalom's officials came to the house and asked the woman, “Where are Ahimaaz and Jonathan?”",GNBDC
2SA,17,?,"“They crossed the river,” she answered.",GNBDC
2SA,17,?,"The men looked for them but could not find them, and so they returned to Jerusalem.",GNBDC
2SA,17,21,"After they left, Ahimaaz and Jonathan came up out of the well and went and reported to King David. They told him what Ahithophel had planned against him and said, “Hurry up and cross the river.”",GNBDC
2SA,17,22,"So David and his men started crossing the Jordan, and by daybreak they had all gone across.",GNBDC
2SA,17,23,"When Ahithophel saw that his advice had not been followed, he saddled his donkey and went back to his own city. After putting his affairs in order, he hanged himself. He was buried in the family grave.",GNBDC
